0,18.906,169.04,109.8,131.57,260.91,162.54,13.312,52.078,63.077,13.758,53.086,11.366,109.89,1.9702,0.86497,74.815,15.966,1.9724,0,1.7853,87.67,0,2.1872,1.1441,2.0465,106.7,2.8233,151.53,0,13.401,1.734,1.746,28.097,96.383,2.7915,1.2755,2.3182,91.756,15.591,0,0,2.6148,94.006,0,1.2424,2.4251,2.5931,3.297,3.4465,3.4377,9.3512,0.95072,54.265,0.87588,50.904,2.4779,3.6838,17.104,1.7201,4.4091,3.2322,51.403,40.416,1.7345,2.055,14.472,12.855,1.3096,3.0712,5.2926,3.0854,61.766,4.636,9.3933,7.5839,3.0767,6.9698,4.3162,5.5396,24.807,2.15,6.8873,0.22074,0.76086,1.9065,2.8208,4.2246,4.306,2.9532,1.1275,3.4957,0,3.9093,0,1.206,0.32212,2.8808,14.281,2.1963,0,1.6897,0.60266,1.3438,0,2.9019,18.303,5.7427,3.6576,0,2.0268,4.2742,3.8624,3.3035,6.6892,25.721,15.014,21.401,4.6923,3.6293,0,6.309,4.2357,7.3634,21.348,16.441,1.4398,1.5683,39.321,4.7532,13.608,4.4578,4.3777,6.2284,0.98595,0.56955,34.346,0,3.5345,2.9278,4.7717,0.25925,0,3.1307,5.9418,5.9069,0,3.1679,4.7539,5.2608,0,9.5686,2.5946,2.3818,0,3.0101,5.6375,2.8724,5.3576,3.6812,0,7.7657,15.771,22.33,6.8614,1.4999,11.666,9.2214
18.906,0,162.11,181.9,170.26,266.17,155.92,25.823,99.764,0.64572,66.989,0.68316,54.045,52.682,15.532,17.281,0,1.664,18.581,3.9897,2.0286,1.7133,0,2.1481,0.84153,2.2655,7.7162,2.0307,2.6346,0,11.747,2.74,46.725,1.1392,100.41,2.9375,0.58986,35.619,98.956,0,0,0,2.9061,110.74,0,17.923,54.892,1.9318,2.9329,3.0745,3.1465,8.8534,1.1099,1.3382,1.0876,54.443,1.671,2.6909,1.3097,1.3339,4.1218,31.647,41.296,36.063,1.3827,2.096,9.2595,11.507,0.63724,4.3545,8.0596,10.216,69.735,4.0807,6.0281,5.9148,2.8026,9.6898,3.799,18.438,20.976,2.7119,11.607,0.21591,0.82983,4.8055,4.0098,3.3651,3.1749,25.39,1.6548,3.9715,0,3.5257,0,1.3811,1.5348,3.3251,12.063,2.5587,17.923,1.3948,0.84927,2.5615,0,4.8836,20.602,4.3722,3.1291,0,2.8993,7.0334,4.1552,3.7799,6.5485,18.198,15.196,17.422,3.9194,3.3717,0,8.7445,5.8709,6.556,19.482,21.839,1.1925,0.40583,31.347,6.2664,11.081,3.9878,4.8104,5.8724,0.9518,2.7036,3.3508,0,2.2599,3.5895,3.1414,1.2282,0,3.9576,5.7501,5.5286,0,4.0419,4.5824,4.7887,0,2.3031,0.82396,2.8854,0,5.0257,4.8765,3.1486,3.5338,5.0171,0,10.824,11.386,25.892,12.651,1.7301,14.375,3.028
169.04,162.11,0,13.582,96.948,50.934,249.5,46.59,0.62584,10.087,0.67233,1.657,136.52,0.69825,52.659,1.6439,0,181.64,181.64,0,0.80813,1.4276,0,126.66,1.9195,0.87807,13.538,50.608,2.3277,87.909,5.241,1.1739,2.1146,2.2195,37.092,28.024,2.6309,1.16,24.826,0,0,0,1.5455,102.58,63.261,2.082,1.2313,85.366,0.54815,2.7575,2.8342,10.158,2.3349,2.1332,2.7314,46.222,2.2239,2.9128,2.5168,2.817,3.4533,1.2838,13.09,6.928,0.53146,1.1645,17.15,12.535,2.3486,4.2565,5.0905,8.9299,36.227,3.9305,9.9068,1.6352,1.3278,8.2943,8.7526,4.244,23.68,14.549,9.7603,0.26576,2.1371,4.8914,1.533,11.95,4.5874,3.6173,1.3028,3.7702,0,3.073,0,3.124,1.6811,1.4966,2.5686,1.6074,0,3.3196,1.8665,5.866,0,2.3707,21.244,4.5229,0.95553,0,3.6537,16.963,2.4622,1.7139,5.3924,18.255,11.953,21.607,0.65764,1.1187,0,7.298,7.1502,6.3591,24.221,25.098,3.007,1.2961,48.268,1.9678,4.0456,0.94808,4.5936,6.9222,0.94798,2.9856,2.9951,0,3.1845,2.3746,3.6796,0.71858,0,1.6659,4.2542,4.497,0,2.6317,1.3459,0.49696,0,2.4741,3.5085,2.0924,0,2.7271,0.53527,0.43011,4.5226,5.0013,0,6.4946,15.299,17.456,6.8139,2.8429,9.1559,5.7325
109.8,181.9,13.582,0,7.8727,4.8773,6.0337,1.5011,67.166,123.99,52.409,95.006,9.7267,0.90347,1.0093,1.1326,176.87,1.4823,1.4073,58.664,10.296,31.043,50.779,1.5833,1.6566,16.651,17.181,1.7889,33.599,0,6.1115,0.81781,1.8165,84.911,30.307,1.9809,1.8484,23.068,26.015,0,0,0,2.4336,28.342,0,33.179,37.049,1.6965,1.6889,2.6441,2.7734,3.338,2.5064,12.952,2.3043,17.436,1.9587,3.3275,34.467,2.8694,3.0177,2.3119,36.845,20.138,0.64519,1.4586,18.855,12.413,2.0032,5.4482,6.1128,4.2051,52.747,3.0263,4.238,2.7456,1.6058,9.967,25.864,8.2007,16.438,0.86775,8.0239,0.12035,2.23,6.9456,2.2438,3.2337,2.8677,1.9669,1.6071,16.854,0,2.5424,0,3.5408,1.8995,1.1936,6.7004,0.61433,0,3.5385,1.8563,7.481,0,4.3695,14.216,4.1457,2.1983,0,4.8093,16.147,4.0728,1.3158,6.5827,14.231,9.8031,13.866,2.1327,1.9436,0,7.2727,4.2954,4.4473,12.788,13.568,3.4413,1.5451,53.184,5.463,8.0993,2.8717,1.7945,6.4086,0.37895,1.966,4.3175,0,4.0484,0.80735,3.0748,0.97733,0,2.8827,4.1943,4.0598,0,2.896,2.7487,2.0977,0,2.6456,1.8645,2.926,0,3.2291,2.2938,1.6323,3.1018,4.5437,0,6.1903,15.372,29.323,11.11,2.5311,14.599,7.1907
131.57,170.26,96.948,7.8727,0,62.913,236.33,42.93,0.64401,19.637,0.70782,1.5462,84.227,3.8385,38.954,1.5614,0,148.68,88.886,0,0.85392,1.3801,0,50.681,1.8633,0.92981,12.34,27.853,0.84555,63.68,4.4336,1.4035,35.848,2.0422,65.004,14.193,2.4762,1.1804,83.009,0,0,0,1.1775,88.753,0,1.9383,2.2869,91.03,1.0431,3.1732,2.8047,8.0093,2.0154,1.8652,2.3717,46.369,1.9974,2.6944,2.2158,2.4982,2.9739,1.4319,23.523,12.694,0.70259,2.4848,16.407,12.906,2.2385,4.5505,3.6204,7.8978,23.458,3.4842,7.5186,2.2123,1.1796,6.0116,7.4174,5.228,24.094,29.974,28.677,0.29516,1.985,3.9167,1.5264,1.7251,33.587,3.7207,0.65692,2.5858,0,3.1855,0,2.6892,1.4101,1.2813,4.0904,1.891,0,2.8997,1.5987,5.1549,0,1.7165,19.021,4.8196,1.1872,0,2.7917,12.929,1.3271,1.5084,4.631,19.02,8.5029,23,1.0837,1.2354,0,5.1457,7.5062,6.8715,23.513,23.513,2.5525,1.2114,34.754,2.1614,4.9682,0.8885,2.0241,7.6055,0.83265,2.4922,2.9225,0,3.4509,2.7938,3.7425,1.0277,0,1.4605,3.6978,3.6176,0,2.0407,1.1414,0.97365,0,2.2897,3.213,1.8764,0,2.2013,1.0833,1.865,3.991,5.1169,0,7.2875,10.808,10.038,5.9897,2.6656,7.6314,4.9968
260.91,266.17,50.934,4.8773,62.913,0,142.96,9.7194,0.58421,124.49,0.62844,100.05,72.567,34.443,5.5908,38.905,0,12.556,16.933,0,0.75555,1.3973,0,1.9511,1.9407,0.82103,13.387,2.1317,2.234,0,3.9991,1.1283,41.354,2.1967,42.93,1.0827,2.7322,1.0822,82.728,5.6993,0,0,1.4623,97.352,0,2.0676,1.1504,2.1329,1.0576,2.6104,2.3504,4.6877,2.4353,2.1081,2.7282,46.748,1.7541,3.2738,2.4866,3.3253,3.2792,10.248,16.263,12.085,0.37559,1.0945,16.567,13.334,2.4514,4.2017,4.6904,8.6743,36.02,3.7141,9.6605,1.2823,1.1301,8.4637,8.9922,4.02,23.057,2.1165,8.6463,0.28437,2.0877,4.8637,1.4322,1.4369,4.0902,23.572,1.1419,3.6831,0,2.8241,0,3.4476,1.7033,1.4402,3.6729,1.6315,13.186,3.8719,2.0019,6.4032,0,2.1831,17.507,3.9079,1.2295,0,3.7173,17.062,2.4891,1.6013,5.2875,16.861,10.742,17.725,1.1589,0.93631,0,7.6536,7.494,6.1849,20.787,23.142,3.3496,1.3443,49.877,2.1187,4.4963,1.4009,4.4458,7.6745,0.96441,3.2462,2.9308,0,3.0922,2.1813,3.9038,0.6779,0,1.7862,4.3777,4.5483,0,2.8869,1.7761,1.0244,0,11.263,3.9111,2.2449,0,2.9307,0.99091,0.6071,4.1718,5.3627,0,6.5291,15.159,18.199,7.1341,2.9821,9.1219,5.7005
162.54,155.92,249.5,6.0337,236.33,142.96,0,113.29,1.3054,14.125,1.41,1.5983,124.56,1.6372,108.04,1.5927,0,144.02,85.775,0,1.6723,0.73815,0,57.147,1.9068,1.7382,15.661,36.396,1.5604,71.781,10.983,2.295,11.302,2.1494,99.167,15.257,2.4964,2.1413,28.951,0,0,0,2.259,39.306,0,2.0648,1.2427,93.207,2.599,1.5143,1.3452,3.8295,2.1558,1.8852,2.2924,13.747,0.74572,1.3983,2.4862,2.8983,1.1326,3.4063,41.333,10.558,1.5173,1.1763,16.368,5.7639,2.3522,2.6298,6.1949,11.11,44.84,1.5205,12.865,5.6804,3.0465,3.513,8.6679,7.3984,15.063,24.009,62.199,0.1363,1.9943,1.752,2.8439,4.3074,10.254,1.5583,1.629,2.3669,0,1.3345,0,3.2515,1.8779,2.842,11.948,1.8464,0,3.3243,1.9877,6.4547,0,2.9357,7.7394,1.9913,3.0534,0,1.173,13.387,3.0312,2.9134,5.8722,18.314,18.002,11.365,3.7538,3.2776,0,11.573,5.5179,5.2028,13.479,13.835,2.6837,0.57491,28.215,3.9671,12.895,3.4694,4.405,3.7951,0.79576,3.5923,1.7517,0,4.1785,3.1902,2.1511,1.0037,0,3.1489,3.9248,3.8385,0,4.4238,3.7689,3.6021,0,2.4524,4.2457,1.1023,0,3.7356,3.8161,1.9712,1.602,2.2818,0,12.771,20.266,19.973,9.4683,2.4557,8.5646,4.6615
13.312,25.823,46.59,1.5011,42.93,9.7194,113.29,0,0.53636,1.2064,0.5725,1.2618,77.624,0.60087,25.357,1.2815,0,80.016,59.586,0,0.6874,1.0833,0,51.778,1.4772,0.74641,10.144,23.637,1.8308,80.562,4.5858,0.95405,1.5526,1.6582,45.336,2.5495,1.9445,0.99721,23.794,0,0,0,1.2335,34.543,54.156,1.5548,1.8069,1.973,1.0683,2.3134,2.7177,4.623,1.715,1.5644,2.1396,45.394,1.7483,2.2306,1.8711,2.2724,3.1556,1.1703,10.982,14.155,0.62925,1.7532,19.207,10.016,1.8345,3.2748,4.2534,6.728,24.95,37.003,7.8272,2.4439,1.2659,6.3357,6.6282,3.3612,21.37,2.2383,11.089,0.19894,1.9481,3.5531,1.3084,3.3636,3.5452,2.5758,0.81797,2.7552,53.403,2.6561,0,2.543,1.2553,1.3664,8.1429,1.5368,0,2.6318,1.3746,4.8102,0,2.153,22.564,33.5,5.7281,0,2.6266,12.214,2.1728,1.4628,4.1909,20.262,6.929,20.847,1.2744,1.4469,0,8.3433,6.2993,5.9875,21.268,21.105,2.5039,1.1288,36.123,1.8688,6.2562,1.4997,4.0337,5.4757,0.81289,2.3529,2.3122,0,2.9247,10.823,1.4001,1.1836,0,1.6732,3.5954,3.9361,0,2.8561,1.6425,0.95615,0,2.1102,2.9462,1.6668,0,2.2731,1.1733,0.75427,3.1852,3.5467,0,6.3843,14.19,15.395,5.8744,2.3169,7.0684,4.4164
52.078,99.764,0.62584,67.166,0.64401,0.58421,1.3054,0.53636,0,170.21,50.163,142.86,7.5805,0.54748,0.58792,65.901,69.735,1.1621,1.131,46.732,29.103,1.3848,59.839,1.2597,15.687,25.723,12.773,1.3788,2.0918,0,4.0885,0.94477,1.3301,2.2767,42.606,1.6676,2.2252,2.3959,62.204,0,0,0,19.426,70.622,0,2.0875,2.4962,1.3224,0.98379,2.1983,1.9025,3.9193,2.2032,2.1087,85.487,33.197,1.1279,2.2353,2.5431,2.2987,2.7006,1.0777,15.336,12.564,0.54757,0.9231,11.268,14.281,2.3296,4.1524,11.669,7.352,28.243,2.6626,4.5057,2.1535,1.1482,20.105,9.7196,3.4008,16.684,1.2796,7.5245,0.10874,2.0257,5.0057,1.2049,2.1883,2.562,2.1708,1.1321,3.2958,0,2.4974,0,2.8688,1.5326,0.70893,4.3687,1.2748,0,2.7884,1.5296,6.3063,0,3.1545,12.04,2.7695,1.2573,0,3.3234,15.785,2.2003,1.0422,5.015,11.087,8.9211,12.463,1.3913,1.3619,0,5.6612,5.62,4.815,14.762,14.685,2.8436,1.187,41.097,1.7867,4.5327,1.6871,1.3596,8.1534,0.87021,2.5957,2.8931,0,2.444,1.5752,3.0282,0.51837,0,4.7137,2.3649,1.6789,0,2.5396,2.1174,1.6247,0,2.253,4.3296,1.6151,0,2.6463,1.704,1.9416,2.4457,3.2369,0,5.1034,9.7446,25.544,7.7622,2.8292,9.0293,5.5147
63.077,0.64572,10.087,123.99,19.637,124.49,14.125,1.2064,170.21,0,140.58,48.556,5.9169,147.41,1.2866,0.52533,68.044,1.3286,1.1419,18.651,78.299,1.3398,25.653,1.2832,0.64075,69.401,13.126,1.5546,2.0462,0,55.376,2.1232,1.2909,2.2174,69.729,1.7712,0.89101,1.9176,66.796,2.3797,0,0,45.246,73.884,0,1.581,2.0049,1.5269,2.048,2.4782,2.2189,7.9062,0.84695,2.0515,1.0466,36.151,1.2662,2.6518,2.4751,8.8267,3.0854,2.233,26.565,24.919,2.929,1.9175,7.0962,9.7602,0.92856,4.0394,5.9558,5.6013,56.781,2.8612,6.6685,5.1669,2.4468,19.667,9.4802,4.4191,15.076,1.6226,4.063,0.18071,0.93495,4.6792,2.5146,2.5437,2.5664,2.0609,1.4867,3.224,0,2.6249,0,0.82858,1.4023,2.9515,8.649,1.7342,0,1.1849,0.70482,1.9438,0,2.6967,12.381,3.0925,2.1819,0,3.0212,15.347,3.8193,3.0456,6.6461,12.896,9.2249,12.689,2.8428,2.9429,0,6.2883,4.2913,4.49,16.087,11.819,0.69085,1.2306,42.237,3.4021,8.0565,2.8516,2.5038,5.2417,0.32036,2.3396,2.8071,0,1.7321,2.3077,15.213,1.1565,0,3.0228,3.991,4.3606,0,2.8151,2.9582,3.2324,0,1.3884,1.6288,2.6526,0,3.6425,3.4324,1.8921,2.9056,2.9389,0,11.209,13.505,24.987,8.4237,1.3187,7.5405,2.5249
