0,42.587,149.8,80.21,16.98,202,73.345,1.7575,53.392,150.13,11.864,2.8274,71.013,16.355,2.1428,0.58819,1.9492,0,1.7895,160.77,27.246,29.906,56.883,0,1.1929,33.646,1.0355,0,13.472,38.392,9.3745,0,2.5063,1.0781,0.35663,0,0,0,32.4,72.499,0,33.761,21.492,6.4383,1.5254,11.333,2.5281,48.489,31.254,3.3477,4.6529,0.14004,1.3458,35.984,13.675,44.69,57.196,0,1.3809,11.88,0.57618,2.1945,7.6404,10.252,5.4092,7.2341,1.0418,0.29659,0,0.8954,22.119,18.774,0,5.3819,0.39835,3.5497,3.0677,3.3618,0.84455,9.6224,4.6044,0,36.255,3.1833,1.1914,3.0836,1.8135,3.585,2.4426,10.52,1.1287,2.6993,3.1682,29.509,11.371,15.108,16.486,12.696,1.7574,56.473,1.204,0.82587,0.80432,3.3849,7.5653,0.87367,2.2752,9.9341,8.138,29.252,1.7931,12.05,2.0583,13.729,16.39,0,15.972,3.5255,13.488,2.0618,3.3672,22.63,4.792,6.5676,0,4.3583,3.8762,9.1567,19.967,2.1285,2.9444,3.4419,7.4687,11.304,31.624,0,0.79432,13.529,2.9322,17.932,4.1164,5.4835,10.291,3.5967,0.89789,19.26,0,13.861,16.716,4.1895,11.519,10.777,16.589,3.8477,1.9748,32.741,1.2525,0,4.1261,12.449,3.3301,1.7307,1.533,13.663,4.376,2.2345,4.0103,0.9931,4.3467,4.3301,15.376,25.359,0,9.5666,0.99735,2.0033,1.2985,1.3187,0,0.88234,9.949,1.7917,0.58353,12.273,18.913,1.1894,36.715,15.196,16.249,0,4.751,2.6642,1.0687,3.1039,4.7892,12.281,10.285,2.9801,8.1256,5.6873,4.9142,1.384,5.056,2.0286,3.2079,8.266,0,3.4475,2.8832,9.4087,9.2579,0,0,2.9699,4.9194,43.446,8.209,13.049
42.587,0,0.31802,0.14894,63.513,16.19,0,67.487,1.9199,0.45568,34.792,51.148,3.6943,2.2522,0.70104,0.76012,67.295,0,67.736,6.1843,0.928,6.5319,0,0,1.0869,1.2901,1.7967,0,76.392,0.68733,5.7162,0,0.79942,1.5252,0.4319,0,0,40.844,0.29785,2.1999,0,43.548,23.239,4.9215,1.0406,8.1984,23.982,2.0893,17.17,1.8445,2.2835,0.068276,1.5359,38.402,6.3918,1.023,1.4026,0,2.1521,67.568,0.38179,1.0988,3.9091,2.0119,1.6299,3.0234,2.7473,0.15147,0,1.607,7.7728,14.193,0,5.4846,1.0368,2.6812,0.95389,26.974,0.45449,8.5845,2.3548,0,70.804,3.4235,1.5448,2.4384,10.602,1.9231,0.72057,11.235,2.4384,2.1066,2.388,18.967,5.3534,8.4671,11.254,7.779,0.95835,21.93,0.45022,1.8842,2.1373,2.6408,4.0306,1.3819,1.664,5.1093,10.415,2.4214,2.29,4.9664,1.8202,3.6968,8.9658,0,8.9346,3.0748,6.7575,3.1168,1.1218,14.975,3.5234,4.9809,0,3.1836,2.27,7.7945,9.0256,3.877,1.7755,3.7673,4.7791,7.0527,27.844,0,0.48931,5.6358,2.7966,12.007,2.5014,3.3723,6.3107,2.0924,1.0808,14.088,0,6.9393,11.925,1.2924,11.811,8.1182,10.898,3.3249,0.94985,27.149,2.3264,0,2.0489,10.338,2.81,1.2724,2.8061,7.6558,2.5041,1.637,2.9096,2.5166,2.7694,1.0506,7.1809,14.145,0,26.875,0.91828,3.6714,3.3432,2.6633,0,2.6456,9.1506,3.7207,2.781,9.6451,9.9086,2.5026,24.574,7.8931,4.2125,0,2.2949,3.5565,0.65476,1.9538,2.0023,6.5711,5.0177,1.2511,4.6514,2.4664,2.4606,2.2163,3.0166,2.4428,7.2836,3.8192,0,2.5867,1.5106,5.4677,4.9611,0,0,0.82386,3.6041,23.182,3.6812,5.8709
149.8,0.31802,0,25.077,9.8933,75.995,23.886,1.0253,44.188,37.753,3.5052,0.44196,1.6016,2.5081,0.79115,0.65058,1.1245,0,1.0172,1.359,1.589,8.9547,111.8,97.425,56.919,17.833,0.66981,0,4.182,19.358,15.585,0,0.81763,0.81763,0.19697,0,0,0,0.27231,43.105,0,47.282,23.248,2.0602,1.0899,4.505,0.81772,1.6879,12.386,1.8558,3.1918,0.055771,1.995,45.948,43.499,1.3161,30.109,0,2.3801,4.0537,0.34738,0.8702,4.9628,0.88198,1.798,3.3692,1.2597,0.18459,0,0.93682,6.4949,11.969,0,5.7005,1.3494,5.3296,0.93396,1.5769,0.49123,9.4565,1.2273,0,43.394,2.3528,2.0853,1.0535,2.2193,1.8737,0.67012,4.4848,1.8868,2.741,1.1297,13.79,5.7946,13.062,7.0907,6.0184,0.97802,42.676,0.38201,1.0317,1.1495,1.8495,4.3134,0.65791,2.1977,4.3888,6.052,2.1719,2.2252,6.9878,0.65022,3.9446,11.635,0,8.139,2.3943,12.487,2.5924,1.2085,6.3635,2.1435,2.2289,0,1.8253,1.2636,6.1051,6.8481,1.925,1.8889,4.903,3.5292,12.426,17.901,0,0.47945,5.377,2.4919,13.878,2.5058,4.093,4.8466,1.6738,1.6145,30.317,0,8.8234,17.209,1.2735,8.2145,5.5813,10.329,1.8617,0.84147,29.014,2.8682,0,1.3827,6.3403,3.8787,2.8536,3.2092,6.9739,2.4177,6.6823,1.4696,3.3763,2.3243,1.3632,10.55,15.968,0,5.1912,1.1273,2.1101,1.4004,3.371,0,3.3442,8.5241,2.3552,4.0238,10.161,9.2231,1.462,12.764,6.5022,4.659,14.893,6.4846,3.3235,0.51764,2.4671,1.3936,6.6176,3.0871,3.6451,5.885,2.0479,2.3803,2.4508,1.5977,1.2735,5.4708,5.7928,0,3.505,1.4456,5.9915,5.8074,0,0,1.3745,6.9408,24.262,5.7676,9.8466
80.21,0.14894,25.077,0,8.6734,44.295,41.641,0.90768,1.5052,19.968,7.0075,1.0136,3.1682,70.719,1.4419,0.31837,1.0176,6.6968,0.90803,1.1401,0.64455,7.2081,0,0,1.3451,4.3777,1.4036,21.484,6.1925,1.0771,2.9989,0,1.4356,1.6903,0.37704,14.096,59.47,0,0.29179,23.549,20.645,29.616,34.039,3.3046,0.70391,7.1523,1.4147,1.4222,14.399,1.486,2.5766,0.045473,2.2138,26.455,8.6799,1.2899,14.488,0,2.0059,7.556,0.38352,1.4304,5.4432,1.6325,3.1916,3.9329,2.5561,0.072136,0,1.8535,9.3218,9.1338,0,6.1059,1.3247,5.9942,1.6077,1.8647,0.59651,3.5218,29.025,0,22.938,3.397,13.559,1.7374,1.4641,1.2989,1.1372,5.9628,1.7301,1.9142,1.8602,16.773,5.2208,6.8487,8.3694,5.2138,1.2458,29.548,0.51447,2.1549,2.4517,1.6493,5.2977,1.1898,2.3499,4.3295,15.557,1.7988,1.3455,3.6947,1.1288,6.302,4.6894,0,4.5303,1.8212,24.959,1.8021,2.0467,9.1606,2.624,3.5042,0,2.004,2.2485,4.4588,5.0688,3.4912,2.4206,4.4737,4.0457,12.24,16.2,0,0.61261,8.9298,2.9566,8.6573,1.9998,2.6517,4.1691,1.587,13.034,22.635,0,7.4366,12.059,2.1644,6.4625,7.866,7.8579,2.2117,0.55766,24.625,3.0433,0,1.2729,7.4868,2.4978,3.4253,1.3041,7.4521,1.2667,2.9408,2.3628,3.0713,2.578,1.839,7.7871,8.6034,0,6.2121,0.80867,1.1761,2.6308,3.8214,0,3.576,4.7468,3.9129,3.254,8.1545,13.207,2.7195,17.796,7.6436,9.2502,0,1.9879,2.1813,0.67117,2.6639,3.2506,8.7065,4.1554,2.3247,2.3843,2.5107,2.1155,3.0261,2.7635,2.3393,2.9962,3.7169,0,4.4639,1.7111,3.1383,2.104,0,0,1.6664,6.837,18.497,4.7562,7.9873
16.98,63.513,9.8933,8.6734,0,13.717,1.5094,41.806,1.581,0.82674,80.441,0.97496,121.13,1.7257,55.812,84.304,0.64414,0,9.3183,0.61836,1.4025,5.5236,0,0,1.0921,1.1688,1.4456,0,51.35,1.1805,5.2128,0,45.641,1.4844,0.47073,0,0,0,0.1199,1.1485,0,19.869,20.489,4.8285,0.98205,8.776,51.665,0.78909,10.366,1.9878,2.024,0.066575,1.5167,16.703,5.8965,0.52689,0.75611,0,1.7484,7.8813,0.15745,1.0696,2.1887,2.0869,6.2407,7.0294,2.5485,0.12687,0,1.5054,12.342,11.661,0,2.6201,0.86082,3.8756,2.3626,1.9422,0.26395,4.0925,1.9816,0,57.436,1.9138,1.3447,2.3019,16.941,1.8751,1.4464,6.7942,1.9649,1.9181,2.3962,16.841,5.0462,10.915,12.11,8.5735,0.85139,37.721,0.82067,1.5563,1.8001,1.1216,3.6261,1.4047,1.7889,7.2899,9.1973,1.0905,24.815,5.5253,1.4013,9.9124,7.5319,0,5.7617,3.0159,8.0629,2.794,2.2299,14.808,3.2932,4.8552,0,13.256,2.4731,2.6665,8.5496,2.8192,0.98267,3.7752,4.2266,6.3497,21.416,0,0.2348,5.0051,2.6653,16.591,2.6086,2.3143,6.9999,1.9104,0.89282,15.144,0,4.785,11.2,3.2172,9.0118,6.938,23.78,3.0096,0.94243,23.676,2.1149,0,1.8631,8.1689,2.5719,1.8634,2.4956,4.963,1.2936,2.0233,2.9894,2.341,1.3159,3.4367,4.3738,12.421,0,7.6652,0.7655,2.9576,2.732,2.3316,0,2.2771,5.4755,3.5398,2.5068,8.0993,10.018,2.2721,27.688,2.0502,8.895,0,1.8104,13.929,0.59605,2.8024,1.7421,6.1615,4.3827,2.1183,5.1243,2.981,3.5906,1.9405,3.486,1.2616,6.7214,2.5474,0,2.3339,1.1602,3.8764,4.1268,0,0,46.957,3.3172,19.586,2.2119,3.9874
202,16.19,75.995,44.295,13.717,0,46.021,8.6843,9.3558,79.868,7.0829,48.457,3.3317,45.171,1.048,0.53788,1.1061,28.568,0.96295,1.3344,2.2175,6.3982,41.49,0,1.2982,69.177,1.7498,0,8.8931,21.247,5.9805,0,1.3457,1.8117,0.38997,0,0,0,0.24341,32.351,0,18.102,70.677,3.8514,0.738,5.379,1.4343,1.59,11.927,1.9192,3.5516,0.084617,2.3609,18.803,8.9225,17.368,19.698,0,24.785,6.3849,0.31506,1.314,5.3079,1.7139,2.4999,3.4185,3.2812,0.2065,0,1.9591,14.392,9.8547,0,7.0562,1.1703,6.5348,1.6655,1.7136,0.62624,5.4681,2.5318,0,34.386,43.586,0.74133,1.6848,0.98505,1.8222,1.3471,4.8791,2.4798,2.2511,1.6962,13.114,7.1838,11.075,6.5474,7.6429,0.98063,23.529,0.72601,2.0777,2.436,1.8549,4.2771,1.4068,2.5716,5.8638,15.88,2.187,0.9506,7.1932,1.4206,7.7991,6.2648,0,7.0031,1.6958,7.526,1.1154,1.6098,13.503,2.1101,3.6291,0,1.8862,1.8306,4.6688,12.743,11.923,2.3158,4.7382,3.1987,10.119,21.182,0,0.61498,3.6945,2.7717,8.8483,2.1666,2.3095,6.1221,2.2105,1.0652,22.123,0,3.2338,14.211,1.9915,6.9888,10.768,7.5959,1.8215,1.1371,28.487,3.3845,0,2.4222,8.7844,3.168,1.9164,2.3115,4.2345,1.146,3.1778,1.8973,3.2425,2.0237,2.6302,5.8402,17.444,0,4.8552,0.7261,1.8064,2.9378,1.2404,0,3.4156,5.226,3.0281,3.2348,8.9865,10.817,2.0775,24.32,6.6638,6.1732,0,2.4614,1.2589,0.38627,3.4978,1.6861,4.2567,5.0478,1.1828,3.8275,3.2152,2.5441,3.1984,2.262,1.8344,4.0028,2.4084,0,3.5718,1.2348,5.8092,6.3935,0,0,1.2795,4.3655,31.278,3.2778,6.5424
73.345,0,23.886,41.641,1.5094,46.021,0,0.85352,1.4137,22.729,6.2005,0.90535,2.841,68.462,1.2578,0.31951,0.95644,0,0.85301,1.0652,0.63655,6.3119,0,0,1.3576,5.3187,1.2704,29.602,5.9156,0.91059,3.2575,35.966,1.2575,1.5094,0.32922,11.411,36.359,0,0.25323,21.295,31.136,27.727,33.212,2.9904,0.66048,6.4946,1.2464,1.4787,13.542,1.3937,2.4805,6.6736,1.9547,24.76,7.9563,1.2318,20.589,0,1.8628,6.5196,0.33201,0.64819,5.1292,1.4472,2.753,3.6983,2.346,0.09449,0,1.6247,9.1011,8.5178,0.28207,6.0941,1.1557,5.3053,1.4262,1.8088,0.66445,3.4202,15.864,0,22.017,3.4021,2.0546,1.524,1.3698,1.8464,1.0267,5.4904,1.6208,1.7761,1.62,15.471,4.9052,7.4175,7.7701,5.0096,0.52966,27.325,0.49609,1.8603,2.131,1.5447,4.659,1.0869,2.2719,4.3763,15.579,1.6743,1.2607,4.0856,1.0237,5.7722,4.3558,0,4.9588,1.6148,19.774,1.6862,1.7611,8.8763,2.4238,3.1196,0,1.9923,1.9562,4.1638,4.4972,3.3095,2.4343,4.5721,3.7497,11.729,15.075,0,0.61885,4.0399,2.56,8.1146,1.8726,3.3413,3.9864,1.5983,1.4651,20.22,0,7.0384,11.357,1.9107,6.002,7.8149,7.3606,1.6036,0.50647,24.477,2.7059,0,1.4905,7.6163,2.4358,3.2935,1.3468,6.5584,1.1109,2.8959,2.0536,2.7392,2.2212,1.7839,4.9563,10.422,0,5.3265,0.74787,1.1757,2.3234,3.357,0,3.1284,5.0861,3.5914,2.8751,7.7193,16.176,2.353,16.707,7.118,8.1875,0,1.8071,2.0425,0.60662,2.5698,3.071,8.3435,2.8437,2.0277,2.4879,2.5317,2.1354,2.6697,2.4119,2.0203,2.7831,2.2583,0,4.0508,1.7677,3.3549,1.8746,0,0,1.5354,5.4545,20.391,4.3718,7.709
1.7575,67.487,1.0253,0.90768,41.806,8.6843,0.85352,0,1.4382,0.75803,80.574,0.89783,85.292,1.5947,42.005,97.13,0.60118,0,13.858,0.56956,1.2852,5.0318,0,0,0.99654,1.0522,1.352,0,56.666,1.0773,4.7118,0,78.352,1.3364,0.41011,0,0,5.8571,0.11821,1.1525,0,17.703,18.811,4.7468,0.91604,37.029,71.855,0.74814,9.1089,1.734,1.8935,0.058717,1.3425,16.724,5.3404,0.51364,0.72478,0,1.6686,7.2492,0.15602,0.95281,2.1162,1.8427,3.4064,4.8597,2.2368,0.12323,0,1.3604,11.588,10.573,0,2.6266,0.78262,3.6279,2.0993,1.7571,0.26677,4.15,1.888,0,51.703,1.9115,1.2347,2.2496,36.294,1.6946,1.5234,6.4276,1.7894,1.6932,2.3459,15.122,13.038,9.4841,11.476,8.5057,0.76822,33.005,3.8665,1.4423,1.6548,1.0329,3.2712,1.225,1.6356,6.908,8.3971,0.99084,5.2605,4.8209,1.275,9.315,6.8754,0,5.3021,2.842,5.6378,2.7153,2.1118,12.867,3.2192,4.7398,0,6.1175,2.2069,2.9662,7.5869,2.5767,0.88212,3.2813,3.7348,5.8099,19.043,0,0.22124,4.5961,2.3763,16.176,2.2909,2.1052,7.2875,1.8369,0.81902,13.868,0,4.8865,10.056,2.8091,8.5867,6.2641,24.574,2.8925,0.82444,21.181,1.9214,0,1.7097,7.5247,2.2637,1.6482,2.2213,6.0088,1.3506,1.85,2.8998,2.1046,1.2558,3.2567,4.2639,11.169,0,6.693,0.69703,2.9247,2.4751,2.1336,0,2.0902,5.5276,2.406,2.2509,7.8347,8.7523,2.0379,27.59,2.2285,8.5271,0,1.6544,13.663,0.53775,2.5227,1.6046,5.5633,4.0675,1.9147,4.4313,2.8185,3.1765,1.7645,3.0655,1.2922,6.3043,2.2896,0,2.146,1.0687,3.4033,3.9647,0,0,44.497,3.0427,18.957,2.1563,4.0435
53.392,1.9199,44.188,1.5052,1.581,9.3558,1.4137,1.4382,0,32.04,8.0946,0.43687,91.813,2.0201,41.223,0.63621,1.1334,0,1.0438,35.558,1.4168,11.71,0,103.76,40.249,13.861,0.63377,0,9.9577,14.266,5.4864,0,1.7401,0.82995,14.342,0,0,0,0.26545,2.096,0,15.804,24.056,4.9065,35.231,6.3538,1.751,1.7623,21.679,81.581,2.8578,0.066897,1.8204,15.172,7.8216,1.0734,1.4837,0,2.3442,6.9692,0.32858,1.1361,4.4206,11.019,3.3051,3.8692,1.1626,0.18446,0,0.97819,11.112,11.112,0,5.1601,1.3195,3.1398,2.3194,1.6362,0.53097,9.3234,2.7794,0,42.191,1.928,1.5633,2.1464,0.88481,1.6254,1.7967,2.3605,1.4107,2.6995,2.1496,14.447,8.4904,12.123,7.5668,9.04,0.83717,35.929,0.86773,1.0832,1.1972,1.8978,3.8305,1.0569,1.1663,3.1922,5.7404,2.2674,0.80906,5.6251,1.6307,10.204,12.022,0,7.5519,1.987,6.6252,1.1208,2.0475,15.115,2.5001,4.8244,0,2.0856,2.7832,5.394,9.5925,1.6253,1.5735,4.4201,4.1534,5.6428,24.972,0,0.39486,6.7944,2.436,10.304,3.3813,3.9662,7.246,2.0835,1.0416,10.001,0,7.4181,16.136,3.1114,5.7388,4.5487,10.117,2.7183,0.89121,26.685,3.1134,0,2.3255,6.6866,3.719,1.0909,2.5463,7.7554,1.2046,1.2493,2.7123,3.3994,2.3683,2.8676,7.3287,14.835,0,5.2111,0.91171,1.9579,1.8578,3.0267,0,3.2565,6.1898,2.1863,3.8455,11.23,8.9935,0.88659,29.593,7.1936,11.805,0,2.8541,1.353,0.53526,2.2124,2.6136,5.5048,5.6915,3.383,5.573,3.9218,3.2881,2.9188,3.7139,1.2596,3.7469,3.8669,0,2.5359,1.2682,5.4039,5.529,0,0,1.3827,2.5406,29.484,3.8477,6.3502
150.13,0.45568,37.753,19.968,0.82674,79.868,22.729,0.75803,32.04,0,3.0949,0.39235,1.4225,1.5351,0.68479,0.56618,0.96273,0,0.86874,1.1611,1.4238,12.336,75.629,60.739,36.119,41.078,0.60196,0,3.839,13.849,4.9427,0,0.71987,0.71987,0.17128,0,0,0,0.23258,67.81,0,39.72,20.192,1.8513,0.90752,3.9026,0.72445,1.4363,10.426,1.5527,2.6907,0.048629,1.6787,38.669,13.734,1.2097,58.341,0,0.90788,3.5267,0.29749,0.75981,4.3043,0.78249,1.5614,2.8314,1.1393,0.15607,0,0.81667,6.0021,10.047,0,4.9797,0.534,4.6597,0.82973,1.3416,0.42262,8.1887,1.1003,0,37.322,2.1726,1.832,0.93199,1.8635,1.6384,0.60219,3.8855,1.6251,2.3818,0.99465,11.661,4.91,11.697,5.9585,5.0639,0.85914,38.173,0.35137,0.89736,1.0031,1.5739,3.5785,0.59315,3.0982,3.7197,6.2859,1.8319,1.8451,5.8799,0.58697,3.5715,10.97,0,7.0959,1.9986,10.952,2.1638,1.0537,5.8689,1.8589,1.9898,0,1.531,1.1066,5.0919,5.9787,1.7754,1.6717,4.4442,2.932,11.128,15.215,0,0.44203,4.9429,2.2545,11.398,2.0639,3.766,4.0688,1.4112,1.4264,27.15,0,8.1229,14.062,1.1298,7.187,5.1737,8.5531,1.5686,0.7337,27.918,2.8611,0,1.2196,5.8716,3.3723,2.4111,2.8187,3.995,2.0217,3.5885,1.2939,3.1066,1.9603,1.2573,9.0102,13.934,0,4.3883,1.0063,1.8226,1.2452,2.9038,0,3.1121,6.9861,2.0381,7.5377,10.336,8.0429,1.2702,11.649,5.4514,4.2737,28.936,1.0781,2.7605,0.47502,2.181,1.2754,5.9072,2.7299,3.2643,4.9679,1.8982,1.9662,2.3687,1.4066,1.1018,4.554,4.8492,0,3.0753,1.2618,5.3098,4.8537,0,0,1.1592,5.9954,21.6,5.0263,24.68
