0,159.73,104.65,191.31,141.83,99.867,102.64,120.14,1.3168,46.018,1.385,25.624,28.519,13.483,20.503,50.119,1.4972,15.368,1.5278,1.5725,1.6855,104.04,7.1395,1.6401,0.89708,2.1617,110.54,3.8529,0,0,0,28.46,0,0,0,2.0682,0.87377,10.404,30.91,2.3036,12.331,0.096652,2.2654,16.366,0,2.6139,6.4144,12.761,3.035,1.0774,0,9.65,31.177,2.5639,6.3935,2.0412,3.5895,13.16,29.329,0,2.7294,2.6775,1.0423,2.8825,0,56.328,3.5667,12.125,21.36,2.6036,3.0359,1.874,15.882,0,5.6178,13.092,25.906,23.284,4.0557,3.5634,16.65,3.3736,6.9283,32.29,37.314,40.478,8.9156,2.3813,0,3.7079,3.4568,1.6326,2.1598,3.0763,9.5907,1.4697,1.4613,15.411,9.464,13.239,3.4578,3.0554,7.1283,3.3885,4.964,2.7308,4.1857,4.8568,1.623,2.4664,3.507,4.6167,0,4.2089,4.8444,5.1046
159.73,0,46.064,0.4977,55.804,2.6006,44.835,137.63,0.54117,103.55,0.59145,53.864,57.44,39.42,40.528,78.522,1.4426,44.785,0.68909,0.65373,0.66499,30.456,11.609,3.3414,1.8623,2.1325,20.049,1.633,8.4291,0,0,5.1223,0,0,0,0.93783,1.281,39.865,0,2.2246,11.449,30.136,1.0258,41.752,0,1.1152,34.323,10.398,2.9293,1.9098,0,17.533,53.961,1.1902,20.941,1.0639,2.9633,12.237,27.453,0,2.2286,3.2805,0.82871,1.3456,0,48.809,7.2747,7.2747,50.959,2.7924,1.9245,3.0193,17.915,0,4.0263,11.071,23.89,51.029,3.974,2.1889,13.076,1.7109,11.717,37.229,26.729,36.073,38.266,1.2338,0,2.6369,3.3798,1.3693,2.9963,1.5388,8.1104,3.7947,3.6495,15.462,3.9842,13.287,1.6729,3.0306,7.4371,1.8242,4.0331,3.834,13.69,3.3048,3.4962,3.1765,1.7096,4.395,0,4.0917,2.997,12.376
104.65,46.064,0,0.49167,46.432,0.47857,54.355,108.31,12.572,53.245,0.58462,33.604,29.841,17.292,1.4879,142.3,1.5035,73.512,0.68151,0.64506,0.66017,9.2202,11.8,3.1221,1.7371,67.155,0.697,1.62,0,0,0,4.824,0,0,0,0.927,1.2653,22.055,0,2.3349,11.896,0.12403,1.0111,36.766,0,1.104,31.662,9.5424,2.6409,2.0586,0,16.51,65.067,1.1785,8.0039,1.0179,2.9226,10.67,29.015,0,2.2922,3.3711,0.77731,1.3301,0,46.013,6.8629,6.8629,46.373,1.4499,1.9201,2.7909,19.799,0,4.2047,10.32,21.648,46.191,7.4922,2.1402,12.321,1.7056,11.193,36.624,26.139,34.236,37.458,1.2311,0,2.58,3.5358,1.2892,2.9852,1.521,7.9339,3.3228,3.2941,15.943,4.2823,13.513,1.6535,3.022,7.1818,1.806,3.8135,3.733,11.759,3.636,3.3383,2.9824,1.6962,4.143,0,4.2684,3.0257,10.49
191.31,0.4977,0.49167,0,0.51555,36.609,0.52734,0.96064,0.53453,93.511,0.5842,21.691,28.396,11.724,42.436,1.212,0.63781,1.2873,0.68067,0.64567,3.1145,0.70389,9.7913,86.42,107.73,1.5497,0.69887,1.6133,0,0,0,75.841,0,0,3.714,0.92634,0.79284,6.3913,30.966,1.7535,9.5254,0.042632,1.0131,13.863,0,1.1017,5.7643,10.252,2.2754,1.5299,0,24.432,44.556,2.031,7.8351,2.144,2.3949,11.846,21.852,0,1.6832,2.7302,1.0049,2.2995,26.142,39.079,7.348,7.6489,44.586,2.0956,2.8014,4.0442,17.493,0,3.2412,12.548,20.652,41.77,2.6996,1.8621,15.64,1.6906,10.487,38.907,46.498,38.728,41.179,1.2193,2.6557,2.6028,2.5115,1.9888,2.9608,1.52,7.3722,3.288,3.698,17.199,3.2409,10.025,2.7762,4.8469,6.8664,1.9388,3.406,3.4174,13.611,3.2978,4.6298,2.8451,1.689,5.1962,0,3.0564,2.935,13.047
141.83,55.804,46.432,0.51555,0,0.50127,46.03,113.37,0.51875,82.055,0.56659,65.812,67.008,36.289,21.169,81.218,1.3821,35.572,0.65944,0.62827,0.68347,30.053,11.238,3.1142,1.7391,2.0396,15.325,1.5538,0,0,0,4.7846,0,0,0,1.8852,1.2279,29.158,0,2.1097,10.737,0.12036,0.98803,78.115,0,1.0654,14.003,9.6752,2.7117,1.8591,0,16.391,52.261,1.1365,8.0671,1.0007,2.79,11.325,26.104,0,2.1075,3.1639,0.76744,1.2891,0,28.128,6.8203,6.8203,47.979,2.5336,1.8106,2.8065,18.101,0,3.8188,9.8215,22.045,48.217,33.96,2.1378,12.111,1.6122,7.7374,37.289,26.102,36.86,37.289,1.1606,0,2.5718,3.1641,1.2745,2.8256,1.4741,7.9135,3.521,3.3865,15.589,4.3097,13.334,1.6026,2.8533,7.3553,1.8627,3.9887,3.7249,12.517,3.5239,3.3288,2.996,1.6264,4.1696,0,3.8221,2.9711,11.391
99.867,2.6006,0.47857,36.609,0.50127,0,0.51275,0.98982,0.51936,126.14,0.56803,63.75,72.772,46.797,56.01,1.2479,1.1774,1.3173,0.66261,0.62547,29.773,0.69411,9.8071,93.21,104.56,1.5874,0.67436,14.879,0,38.225,0,6.0995,0,0,0,0.9007,18.404,6.6184,0,1.7633,9.6242,0.041022,0.97897,13.975,0,1.0746,5.8469,20.043,2.3566,1.559,0,20.778,45.405,2.0513,7.9965,50.519,2.8999,12.505,22.231,40.011,1.7037,2.6752,11.763,2.3201,0,42.471,7.9504,8.429,48.179,2.115,2.792,6.7057,17.507,0,3.2432,12.252,19.794,43.588,2.8056,2.0372,15.033,1.6738,11.534,41.416,50.372,40.429,35.959,1.2092,0,22.177,2.552,1.6419,2.9264,1.4779,7.3761,3.4637,4.0981,17.288,2.508,9.8879,2.7895,4.7016,7.1682,1.8451,3.5275,3.6493,14.975,3.2676,4.5025,2.7906,1.6552,4.9915,0,3.1042,2.691,14.061
102.64,44.835,54.355,0.52734,46.03,0.51275,0,95.432,9.1732,52.931,0.55391,53.119,48.72,28.874,1.3928,103.85,1.3929,43.835,0.64469,0.61421,0.66818,15.412,11.194,2.9215,1.6312,30.81,0.6671,1.519,0,0,0,4.5108,0,0,0,1.8987,1.2004,18.318,0,2.1209,10.707,0.11767,0.96592,71.868,0,1.0415,5.7161,8.9777,2.5058,1.8885,0,15.451,58.575,1.1111,7.7263,0.97826,2.7275,10.411,26.502,0,2.1513,3.1682,0.71962,1.2603,0,27.499,6.4375,6.4375,44.194,1.341,1.7701,2.614,16.881,0,3.8339,9.5286,22.507,44.21,54.267,2.09,11.492,1.5762,7.2594,36.454,25.518,36.454,36.454,1.1346,0,2.5142,3.1487,1.2008,2.7624,1.4412,7.7365,3.2307,3.1358,14.542,3.9711,13.289,1.5667,2.7895,6.385,1.8722,4.4657,3.6415,12.496,3.0925,3.1133,2.8172,1.59,3.9562,0,3.796,3.2863,11.238
120.14,137.63,108.31,0.96064,113.37,0.98982,95.432,0,102.86,95.053,59.122,24.624,27.345,1.3139,47.336,37.839,67.642,34.361,1.531,19.017,1.3045,37.881,6.3703,2.7167,1.5124,9.0598,22.278,3.0197,0,0,0,2.4168,0,0,0,48.623,1.1379,29.956,0,67.188,21.628,78.746,1.9404,11.218,0,2.7046,26.929,6.5991,2.5281,1.8097,0,8.4996,35.065,2.2702,5.9569,1.6272,2.7523,10.595,28.906,0,1.5134,2.548,0.75737,2.5214,0,41.933,3.6004,8.5572,54.323,2.219,2.5403,1.8819,6.4453,0,5.5588,9.6884,22.617,53.824,1.3362,3.2504,12.131,3.808,7.2821,54.173,44.017,54.173,53.119,6.0675,0,3.7237,0.85127,1.147,3.4188,2.9143,9.6506,2.6884,2.7642,6.2128,7.1982,9.5992,3.073,4.4473,5.3259,3.4229,1.8916,4.6564,13.697,4.0009,2.9221,2.5692,3.7668,2.9962,0,0.94152,3.0703,14.039
1.3168,0.54117,12.572,0.53453,0.51875,0.51936,9.1732,102.86,0,2.0597,39.669,1.0917,1.0949,1.1841,1.1838,91.326,101.33,42.912,21.699,22.978,0.6504,0.6515,35.865,2.5122,1.4003,15.479,0.65222,1.4969,0,0,0,3.9673,0,0,0,45.427,1.0593,4.7528,0,2.4512,11.467,0.10689,0.94503,12.117,0,2.7172,5.1804,7.5093,2.0356,2.0063,0,13.606,68.591,3.3618,6.1599,0.97077,2.417,8.3621,30.495,0,1.8025,3.1059,0.62763,1.2369,0,26.688,7.1465,6.1752,35.756,1.3287,1.7562,2.2104,13.384,0,4.069,8.2048,18.158,35.18,2.844,2.0282,10.452,1.5623,6.25,32.441,24.765,34.77,31.024,28.328,0,2.2459,3.0024,1.0584,3.118,1.1947,7.5123,2.5992,2.6029,12.654,4.1689,12.153,4.6131,2.7665,5.3963,1.2801,3.5004,2.93,10.239,2.9626,2.6769,2.4634,1.5671,3.5423,0,3.5974,3.0355,9.3148
46.018,103.55,53.245,93.511,82.055,126.14,52.931,95.053,2.0597,0,1.08,15.755,18.535,3.9717,28.678,23.566,1.1776,9.4545,1.1737,1.217,1.4741,41.508,6.757,2.6768,1.5348,1.7048,40.853,3.1722,0,0,0,2.2404,0,0,0,1.5886,1.1258,8.6952,0,1.7911,8.8133,0.089877,1.6984,13.679,0,1.9733,5.361,14.608,62.187,0.78127,0,8.0608,23.35,1.8958,4.7786,1.5032,3.2786,58.073,20.842,19.893,1.9003,2.0096,62.028,2.1426,0,49.553,3.6158,8.8221,18.227,1.9391,2.2588,2.048,12.011,0,4.6197,11.716,20.58,20.99,3.0508,3.391,13.185,2.4098,6.0446,25.521,15.885,29.953,44.956,1.6832,0,3.4427,2.7405,1.2214,2.8635,2.2954,7.2991,1.4071,1.3865,11.477,8.25,12.278,2.5627,2.2896,4.8864,2.5369,3.4918,2.2876,3.2582,3.6004,2.9056,2.6937,2.5628,3.4872,0,3.2691,4.302,11.104
